text,label
"据悉，鑫甬生物的产品包括丙烯酰胺、聚丙烯酰胺、干强剂等，生产过程中涉及丙烯腈、丙烯酰胺、丙烯酸、盐酸、液碱等危险化学品及腐蚀性或有毒物质的运输、储存、使用，且产生废气、废水、固体废弃物等污染物。

同时，根据浙江省生态环境厅《关于公布 2020 年浙江省重点排污单位名录的通知》 的相关规定，公司属于土壤环境重点排污单位。

与行业平均环保投入和同行业公司环保投入相比，鑫甬生物的环保投入也相对较小。



作者：银柿财经
链接：https://xueqiu.com/8871682425/208287257
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",0
"公司在生产过程中会产生一定的废气和固体废弃物，公司重视环保基础设施及配套设施的建设，针对各生产线及设备都采取了处理措施，已建立一整套环境保护制度，并取得环境管理体系认证，确保达标排放。尽管如此，倘若出现处理不当或设备故障时，仍面临着环保污染问题；同时，随着国家转变经济增长模式，社会环保意识日益增强，政府可能会颁布新的法律法规，提高环保标准，可能导致公司需要进一步增加环保支出，从而影响盈利水平。



作者：深海分析
链接：https://xueqiu.com/4335404038/210733751
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"据了解，浦发银行已连续14年开展志愿者日活动。作为首家发布企业社会责任报告的股份制商业银行，浦发银行不仅积极为长三角一体化发展助力，还高度重视社会经济的和谐发展。自合肥分行成立以来，浦发在服务区域实体经济发展的同时，开展了多项爱心公益活动。从“春蕾计划”到“灾区捐助”，从“公益健康跑”到“我们减塑 给地球减负”，合肥分行积极传递爱心，用脚步幻化成力量，为留守儿童打造温馨家园，为冬奥碳汇林送去绿色，为城市建设者带去温暖，为残障少年描绘美好蓝图。尤其在疫情期间，浦发还为市民开辟线上口罩预约登记通道，积极投身社区服务，努力成为传播爱与责任的美丽使者。

作者：财今
链接：https://xueqiu.com/1827022045/168513460
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"6月23日，银保监会副主席肖远企出席“中国这十年”系列主题新闻发布会，介绍党银行业保险业改革发展主要成就。党的十八大以来，银行业保险业防范化解重大金融风险取得重要成果，金融资产脱实向虚势头得到扭转，突出风险点的传染性外溢性明显收缩，防范化解金融风险长效机制逐步夯实。一方面，金融资产脱实向虚势头得到扭转。2017年至2021年，银行业总资产年均增速8.1%，回归至合理水平；另一方面，突出风险点的传染性外溢性明显收缩。稳妥化解不法金融集团风险，平稳推进中小银行风险处置和改革重组。坚决惩治掩盖不良资产，严厉打击做假账，加快处置不良资产；同时，社会金融秩序基本实现“由乱到治”转变。严厉打击违法违规金融活动，发布防范和处置非法集资条例；防范化解金融风险长效机制逐步夯实。此外，金融监管透明度和法治化水平日益提高。完善监管法律法规框架，持续健全资本管理、公司治理、监管评级等审慎监管规则。

作者：银行家杂志
链接：https://xueqiu.com/7008740620/223667269
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",0
"与此同时，泡泡玛特持续推进绿色采购，鼓励供应商优先使用经本公司测试认证的环保产品，如可降解铝塑袋、环保硅藻纯配重包等环保性良好的包装材料，以及环保的油漆、油墨、溶剂等产品。通过指定供应商采购，确保原材料的安全环保性，2021年累计减少大约425吨塑胶用量。



作者：港股研究社
链接：https://xueqiu.com/6902145880/219862739
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"首先，加大信贷资金投放助商户落地生根。许多商户因店铺搬迁、租赁门面、店铺装修、商品库存、采购营业设备等原因陷入资金不足的困境，为化解商户融资难、融资贵等难题，普安农商银行结合区位优势和特点，通过“创业担保贷款”“码上贷”“烟商乐”等金融产品，为经营者尤其是外地经营者、流动摊位经营者解决资金难题，支持实体经济发展，助力商户在“城市印象”商业街顺利扎根

作者：中国经济时报
链接：https://xueqiu.com/1285108942/231712130
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"法国两家非政府协会周四（1月11日）表示，他们已经向巴黎法院对三星公司提起诉讼，指控三星及其法国子公司从事欺诈性商业营销，谴责三星在中国的工厂存在“侵犯人权”行为。


作者：集成电路
链接：https://xueqiu.com/2103557449/99327389
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",0
"报告显示，女性高管比例持续上升，愈多担任战略运营性职位，女性高管占比从2021年的31%上升至32%。在中国，女性高管占比达到32%，与世界水平持平。致同预计，企业对多元化和包容性的关注将持续提升，2025年企业女性高管的比例将达到34%

作者：经济观察报
链接：https://xueqiu.com/3502728586/213054753
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"继上周五推出员工“法定退休腾讯专属福利”后，11月9日，腾讯再度升级员工福利，宣布全面升级员工“职业里程碑”关怀方案。

新方案中，员工“职业里程碑”将从过去的三个节点升级为六个，即从原来的入职1年、10年、20年，升级为入职1年、5年、10年、15年、20年、法定退休6个重要节点，每个节点员工都能享受到不同实物礼品或特色权益。



作者：雷递
链接：https://xueqiu.com/2095268812/202576374
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
燕谷坊集团作为国家农业产业化重点龙头企业，积极实践“碳达峰”和“碳中和”时代使命。深入围绕“低碳农业、有机农业、绿色农业”，全产业链减碳。从产业上游推广“育种技术创新，绿色有机栽培技术推广，燕麦治沙。燕谷坊集团燕麦种植面积50万亩，促进大规模土地绿化行动进一步推进，加速碳减排协调实现；在数字化、智能化、科技化的引领下，产业中游深入开发燕麦全谷物加工链，不浪费燕麦一点，减少从良田到餐桌的食品损失，共同耕耘“无形良田”，利用数字化、智能化技术打造全谷物加工生产线，提高生产资源利用效率，减少温室气体排放；推动工业下游精心打造健康美味的绿色食品，获得国家绿色食品认证，促进绿色消费，发展绿色经济。,1
"三星在其网站上称，公司遵守当地法律法规，制定了一套严格的行为准则。作为全球最大半导体、电视机以及智能机制造商，三星表示“尊重所有员工的基本人权”，不会雇佣未成年人。三星还表示，公司尊重当地法律，保护员工健康。


作者：集成电路
链接：https://xueqiu.com/2103557449/99327389
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
" 在此份报告中，万物新生首次采用生命周期评价（Life Cycle Assessment, LCA）方法，披露了2021年内集团成功销售的二手手机的平均单台碳减排贡献为30.41千克，全平台二手手机年内碳减排贡献总量为463,692吨，相当于230万亩城市森林一年的碳汇效果。",1
 世界环境日前夕，耐克(NKE)发布了《2016-2017财年可持续发展商业报告》，同时，其可持续发展网站也正式上线。报告显示，耐克已连续四年被公认为行业中使用可回收聚酯材料最多的企业，2017财年，75%的耐克鞋类和服装产品使用了可回收材料。据悉，耐克的目标是通过运动的力量推动世界进步。耐克正在创新21世纪的全新商业模式，在这种模式下，供应链是扁平、环保、平衡发展的，材料和产品都具有可持续性。,1
"公告显示，合肥市生态环境局同意元琛科技在合肥新站高新技术产业开发区建设新材料循环产业园项目，并且落实批复中列出的各项环保措施和要求，严格执行环境保护“三同时”制度，并按规定进行项目竣工环境保护验收。



作者：乐居财经
链接：https://xueqiu.com/7053459677/211535449
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"“外引精兵，内育良将”。在引进优秀人才的同时，普莱柯建立了自己的人才培养体系，加大人才的培养力度，为企业长远发展提供人才支撑。其中，最具代表性的当数公司内设的学习型组织——普莱柯学院。

普莱柯学院下设药学系、制药工程系、营销系、人力资源系、财务管理系，分别对应研发、生产制造、市场营销、人力资源管理与开发等业务模块。学院常年开设公共培训、新员工培训、专题培训、现场技能培训等培训课程，年人均培训超过50学时，对员工技能提升、管理改进与创新、文化理念认同等发挥了独特的支撑引领作用。



作者：守猪待兔的鱼
链接：https://xueqiu.com/1057619318/205753029
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"龙腾光热公司致力于光热发电及分布式太阳能热利用领域的研发创新和产业推广，其业务主要涵盖高温真空集热管、集热场系统集成、分布式太阳能冷热电联供系统等领域。据悉，龙腾光热在光热核心部件领域实现了国产高温真空集热管首次应用于海外商业化电站的重大突破。



作者：标准排名
链接：https://xueqiu.com/9609507785/225671029
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
